Var1,Freq,names.mytab.
"Publicly funded,Not influenced by government,Not influenced by advertisers",1,"Publicly funded,Not influenced by government,Not influenced by advertisers"
"Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming",1,"Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming"
"Publicly funded,Not influenced by government,Not influenced by advertisers,Nostalgic connection with PBS",1,"Publicly funded,Not influenced by government,Not influenced by advertisers,Nostalgic connection with PBS"
"Publicly funded,Not influenced by government,Not sure",1,"Publicly funded,Not influenced by government,Not sure"
"Publicly funded,Not sure",1,"Publicly funded,Not sure"
"Publicly funded,Other:,Not sure",1,"Publicly funded,Other:,Not sure"
"Publicly funded,Range of programming",1,"Publicly funded,Range of programming"
"Publicly funded,Specific programs: ,Other:",1,"Publicly funded,Specific programs: ,Other:"
"Publicly funded,Specific programs: ,Other:,Not sure",1,"Publicly funded,Specific programs: ,Other:,Not sure"
Quality of the news,64,Quality of the news
"Quality of the news,Accessibility to PBS",5,"Quality of the news,Accessibility to PBS"
"Quality of the news,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Accessibility to PBS,Specific programs:",1,"Quality of the news,Accessibility to PBS,Specific programs:"
"Quality of the news,Children’s programming",2,"Quality of the news,Children’s programming"
"Quality of the news,Children’s programming,Accessibility to PBS",4,"Quality of the news,Children’s programming,Accessibility to PBS"
"Quality of the news,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Children’s programming,Nostalgic connection with PBS",1,"Quality of the news,Children’s programming,Nostalgic connection with PBS"
"Quality of the news,Children’s programming,Range of programming",1,"Quality of the news,Children’s programming,Range of programming"
"Quality of the news,Children’s programming,Range of programming,Accessibility to PBS",1,"Quality of the news,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Children’s programming,Range of programming,Specific programs:",1,"Quality of the news,Children’s programming,Range of programming,Specific programs:"
"Quality of the news,Local affiliates",6,"Quality of the news,Local affiliates"
"Quality of the news,Local affiliates,Accessibility to PBS",2,"Quality of the news,Local affiliates,Accessibility to PBS"
"Quality of the news,Local affiliates,Children’s programming",3,"Quality of the news,Local affiliates,Children’s programming"
"Quality of the news,Local affiliates,Children’s programming,Accessibility to PBS",1,"Quality of the news,Local affiliates,Children’s programming,Accessibility to PBS"
"Quality of the news,Local affiliates,Children’s programming,Range of programming",1,"Quality of the news,Local affiliates,Children’s programming,Range of programming"
"Quality of the news,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS",3,"Quality of the news,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Local affiliates,Children’s programming,Specific programs:",1,"Quality of the news,Local affiliates,Children’s programming,Specific programs:"
"Quality of the news,Local affiliates,Nostalgic connection with PBS",1,"Quality of the news,Local affiliates,Nostalgic connection with PBS"
"Quality of the news,Local affiliates,Range of programming",2,"Quality of the news,Local affiliates,Range of programming"
"Quality of the news,Local affiliates,Range of programming,Accessibility to PBS",1,"Quality of the news,Local affiliates,Range of programming,Accessibility to PBS"
"Quality of the news,Local affiliates,Specific programs:",1,"Quality of the news,Local affiliates,Specific programs:"
"Quality of the news,Non-profit",10,"Quality of the news,Non-profit"
"Quality of the news,Non-profit,Accessibility to PBS",2,"Quality of the news,Non-profit,Accessibility to PBS"
"Quality of the news,Non-profit,Accessibility to PBS,Nostalgic connection with PBS,Not sure",1,"Quality of the news,Non-profit,Accessibility to PBS,Nostalgic connection with PBS,Not sure"
"Quality of the news,Non-profit,Children’s programming",1,"Quality of the news,Non-profit,Children’s programming"
"Quality of the news,Non-profit,Children’s programming,Accessibility to PBS",1,"Quality of the news,Non-profit,Children’s programming,Accessibility to PBS"
"Quality of the news,Non-profit,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Non-profit,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Non-profit,Children’s programming,Nostalgic connection with PBS",1,"Quality of the news,Non-profit,Children’s programming,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Children’s programming,Specific programs:",1,"Quality of the news,Non-profit,Children’s programming,Specific programs:"
"Quality of the news,Non-profit,Local affiliates",2,"Quality of the news,Non-profit,Local affiliates"
"Quality of the news,Non-profit,Local affiliates,Accessibility to PBS",1,"Quality of the news,Non-profit,Local affiliates,Accessibility to PBS"
"Quality of the news,Non-profit,Local affiliates,Children’s programming",2,"Quality of the news,Non-profit,Local affiliates,Children’s programming"
"Quality of the news,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Other:",1,"Quality of the news,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Other:"
"Quality of the news,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Non-profit,Local affiliates,Specific programs:",1,"Quality of the news,Non-profit,Local affiliates,Specific programs:"
"Quality of the news,Non-profit,Nostalgic connection with PBS",2,"Quality of the news,Non-profit,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by advertisers",3,"Quality of the news,Non-profit,Not influenced by advertisers"
"Quality of the news,Non-profit,Not influenced by advertisers,Accessibility to PBS",1,"Quality of the news,Non-profit,Not influenced by advertisers,Accessibility to PBS"
"Quality of the news,Non-profit,Not influenced by advertisers,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Non-profit,Not influenced by advertisers,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by advertisers,Children’s programming",1,"Quality of the news,Non-profit,Not influenced by advertisers,Children’s programming"
"Quality of the news,Non-profit,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS",2,"Quality of the news,Non-profit,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by advertisers,Children’s programming,Specific programs:",1,"Quality of the news,Non-profit,Not influenced by advertisers,Children’s programming,Specific programs:"
"Quality of the news,Non-profit,Not influenced by advertisers,Local affiliates,Accessibility to PBS",1,"Quality of the news,Non-profit,Not influenced by advertisers,Local affiliates,Accessibility to PBS"
"Quality of the news,Non-profit,Not influenced by advertisers,Range of programming",2,"Quality of the news,Non-profit,Not influenced by advertisers,Range of programming"
"Quality of the news,Non-profit,Not influenced by advertisers,Range of programming,Specific programs: ,Other:",1,"Quality of the news,Non-profit,Not influenced by advertisers,Range of programming,Specific programs: ,Other:"
"Quality of the news,Non-profit,Not influenced by government",1,"Quality of the news,Non-profit,Not influenced by government"
"Quality of the news,Non-profit,Not influenced by government,Children’s programming",1,"Quality of the news,Non-profit,Not influenced by government,Children’s programming"
"Quality of the news,Non-profit,Not influenced by government,Children’s programming,Accessibility to PBS",1,"Quality of the news,Non-profit,Not influenced by government,Children’s programming,Accessibility to PBS"
"Quality of the news,Non-profit,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",2,"Quality of the news,Non-profit,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by government,Local affiliates,Children’s programming",1,"Quality of the news,Non-profit,Not influenced by government,Local affiliates,Children’s programming"
"Quality of the news,Non-profit,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Nostalgic connection with PBS",1,"Quality of the news,Non-profit,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by government,Nostalgic connection with PBS",1,"Quality of the news,Non-profit,Not influenced by government,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers",3,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates",1,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS",1,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming",3,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming"
"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS",1,"Quality of the news,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS"
"Quality of the news,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS",2,"Quality of the news,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS"
"Quality of the news,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Non-profit,Not influenced by government,Range of programming,Specific programs:",1,"Quality of the news,Non-profit,Not influenced by government,Range of programming,Specific programs:"
"Quality of the news,Non-profit,Not sure",1,"Quality of the news,Non-profit,Not sure"
"Quality of the news,Non-profit,Range of programming",4,"Quality of the news,Non-profit,Range of programming"
"Quality of the news,Non-profit,Range of programming,Accessibility to PBS",1,"Quality of the news,Non-profit,Range of programming,Accessibility to PBS"
"Quality of the news,Non-profit,Specific programs:",2,"Quality of the news,Non-profit,Specific programs:"
"Quality of the news,Nostalgic connection with PBS",3,"Quality of the news,Nostalgic connection with PBS"
"Quality of the news,Not influenced by advertisers",5,"Quality of the news,Not influenced by advertisers"
"Quality of the news,Not influenced by advertisers,Children’s programming",1,"Quality of the news,Not influenced by advertisers,Children’s programming"
"Quality of the news,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS",1,"Quality of the news,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS"
"Quality of the news,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS",1,"Quality of the news,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Not influenced by advertisers,Range of programming",1,"Quality of the news,Not influenced by advertisers,Range of programming"
"Quality of the news,Not influenced by government",5,"Quality of the news,Not influenced by government"
"Quality of the news,Not influenced by government,Accessibility to PBS",2,"Quality of the news,Not influenced by government,Accessibility to PBS"
"Quality of the news,Not influenced by government,Children’s programming",2,"Quality of the news,Not influenced by government,Children’s programming"
"Quality of the news,Not influenced by government,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Not influenced by government,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Not influenced by government,Children’s programming,Range of programming",1,"Quality of the news,Not influenced by government,Children’s programming,Range of programming"
"Quality of the news,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS",2,"Quality of the news,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Not influenced by government,Local affiliates",2,"Quality of the news,Not influenced by government,Local affiliates"
"Quality of the news,Not influenced by government,Local affiliates,Accessibility to PBS",1,"Quality of the news,Not influenced by government,Local affiliates,Accessibility to PBS"
"Quality of the news,Not influenced by government,Local affiliates,Children’s programming",1,"Quality of the news,Not influenced by government,Local affiliates,Children’s programming"
"Quality of the news,Not influenced by government,Local affiliates,Children’s programming,Accessibility to PBS",1,"Quality of the news,Not influenced by government,Local affiliates,Children’s programming,Accessibility to PBS"
"Quality of the news,Not influenced by government,Local affiliates,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Not influenced by government,Local affiliates,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Not influenced by government,Not influenced by advertisers",6,"Quality of the news,Not influenced by government,Not influenced by advertisers"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming",2,"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Accessibility to PBS",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Accessibility to PBS"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS",2,"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Specific programs:",2,"Quality of the news,Not influenced by government,Not influenced by advertisers,Children’s programming,Specific programs:"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Range of programming",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Range of programming"
"Quality of the news,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS",1,"Quality of the news,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS"
"Quality of the news,Not influenced by government,Range of programming",1,"Quality of the news,Not influenced by government,Range of programming"
"Quality of the news,Not influenced by government,Range of programming,Specific programs:",1,"Quality of the news,Not influenced by government,Range of programming,Specific programs:"
"Quality of the news,Not sure",4,"Quality of the news,Not sure"
"Quality of the news,Publicly funded",11,"Quality of the news,Publicly funded"
"Quality of the news,Publicly funded,Accessibility to PBS",1,"Quality of the news,Publicly funded,Accessibility to PBS"
"Quality of the news,Publicly funded,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Children’s programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Children’s programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Children’s programming,Range of programming,Accessibility to PBS",2,"Quality of the news,Publicly funded,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Children’s programming,Range of programming,Specific programs:",2,"Quality of the news,Publicly funded,Children’s programming,Range of programming,Specific programs:"
"Quality of the news,Publicly funded,Local affiliates",4,"Quality of the news,Publicly funded,Local affiliates"
"Quality of the news,Publicly funded,Local affiliates,Accessibility to PBS",1,"Quality of the news,Publicly funded,Local affiliates,Accessibility to PBS"
"Quality of the news,Publicly funded,Local affiliates,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Local affiliates,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming",1,"Quality of the news,Publicly funded,Local affiliates,Children’s programming"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Accessibility to PBS",3,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Nostalgic connection with PBS",3,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Range of programming",1,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Range of programming"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS",3,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Range of programming,Specific programs:",1,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Range of programming,Specific programs:"
"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Specific programs: ,Other:",1,"Quality of the news,Publicly funded,Local affiliates,Children’s programming,Specific programs: ,Other:"
"Quality of the news,Publicly funded,Local affiliates,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Local affiliates,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Local affiliates,Range of programming",1,"Quality of the news,Publicly funded,Local affiliates,Range of programming"
"Quality of the news,Publicly funded,Local affiliates,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Local affiliates,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit",12,"Quality of the news,Publicly funded,Non-profit"
"Quality of the news,Publicly funded,Non-profit,Children’s programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Children’s programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Children’s programming,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Children’s programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming,Accessibility to PBS",2,"Quality of the news,Publicly funded,Non-profit,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Local affiliates",2,"Quality of the news,Publicly funded,Non-profit,Local affiliates"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Accessibility to PBS",2,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",2,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Local affiliates,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Range of programming,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by advertisers,Range of programming,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government",2,"Quality of the news,Publicly funded,Non-profit,Not influenced by government"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Children’s programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Children’s programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Children’s programming,Range of programming",2,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Children’s programming,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Local affiliates,Children’s programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Local affiliates,Children’s programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers",6,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS",4,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Accessibility to PBS",2,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",5,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",2,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Local affiliates,Range of programming,Accessibility to PBS,Specific programs:"
